ID,Street_Address,City,Country,Unit,Type,Parent,Latitude,Longitude
628,ul. Jodłowa,Warsaw,RP,6,Main Node,,52.2723406088062,21.063536677303507
629,ulica Bolesława Krzywoustego,Warsaw,RP,51,Main Node,,52.28915448383616,20.97905553632866
630,aleja Floriana,Warsaw,RP,729,Main Node,,52.2339627624879,20.963967390288374
631,ulica Lipca,Warsaw,RP,18,Main Node,,52.21515184785598,21.19581068357338
632,ulica Reymonta,Warsaw,RP,49,Main Node,,52.2519732991326,21.153333970810525
633,aleja Kaszubska,Warsaw,RP,32,Main Node,,52.23667633047493,20.972801636842377
634,pl. Łabędzia,Warsaw,RP,89,Main Node,,52.24670181700705,21.058691471264464
635,al. Sucharskiego,Warsaw,RP,973,Main Node,,52.271615775682626,20.960584844194685
636,ulica Piłsudskiego,Warsaw,RP,74,Main Node,,52.2118881346095,21.09575611298103
637,al. Plater,Warsaw,RP,85,Main Node,,52.277812607851764,20.96731085228718
638,ul. Zachodnia,Warsaw,RP,32,Main Node,,52.284146974956485,21.163626019380057
639,ul. Nowa,Warsaw,RP,5,Main Node,,52.244474822922406,21.01222212422216
640,pl. Łączna,Warsaw,RP,78,Main Node,,52.20838296558051,20.99589320588413
641,ul. Boczna,Warsaw,RP,19,Main Node,,52.27234473346033,21.059161170273565
642,plac Staszica,Warsaw,RP,708,Main Node,,52.249090920757425,20.93385563470946
643,plac Lubelska,Warsaw,RP,67,Main Node,,52.21276439204763,21.182012765130338
644,ul. Letnia,Warsaw,RP,24,Main Node,,52.23305690604452,21.157764214834234
645,aleja Akacjowa,Warsaw,RP,76,Main Node,,52.286917764777016,20.93414534153979
646,ulica Owocowa,Warsaw,RP,719,Main Node,,52.23482819421862,21.1673312047266
647,al. Morelowa,Warsaw,RP,774,Main Node,,52.25199726907991,20.95477496824586
648,aleja Orzeszkowej,Warsaw,RP,37,Main Node,,52.254259204690065,20.998304518468125
649,ul. Długosza,Warsaw,RP,36,Main Node,,52.28974378517126,20.92919146917403
650,aleja Krakowska,Warsaw,RP,87,Main Node,,52.28639374410214,21.13534968271447
651,al. Polna,Warsaw,RP,19,Main Node,,52.26194169776433,20.96296524862652
652,plac Topolowa,Warsaw,RP,337,Main Node,,52.28223297237814,21.12281611591972
653,ulica Leśna,Warsaw,RP,98,Main Node,,52.286856427149466,21.091420533976063
654,aleja Asnyka,Warsaw,RP,49,Main Node,,52.28612331425452,20.97825061400417
655,ulica Browarna,Warsaw,RP,21,Main Node,,52.28608756794811,20.957913867353763
656,ulica Źródlana,Warsaw,RP,487,Main Node,,52.25033078718018,20.90210370922375
657,aleja Miarki,Warsaw,RP,0,Main Node,,52.258091057472136,21.069913114028378
658,aleja Konstytucji 3 Maja,Warsaw,RP,99,Main Node,,52.24080681812854,21.15359682670501
659,pl. Rynek,Warsaw,RP,86,Main Node,,52.2126954265771,21.104814520545965
660,al. Stolarska,Warsaw,RP,62,Main Node,,52.23641619499666,21.153633832036746
661,ulica Kossaka,Warsaw,RP,77,Main Node,,52.2414157227565,21.193079850603088
662,al. Poznańska,Warsaw,RP,93,Main Node,,52.25968972181748,21.01966770920539
663,ul. Podgórna,Warsaw,RP,66,Main Node,,52.20729262669181,21.190716806567387
664,aleja Jaśminowa,Warsaw,RP,402,Main Node,,52.204616817199735,21.122511869089756
665,aleja Cyprysowa,Warsaw,RP,10,Main Node,,52.201595098648006,21.14774503629152
666,ul. Wolności,Warsaw,RP,75,Main Node,,52.227964592783174,21.18931706881129
667,pl. Wilcza,Warsaw,RP,62,Main Node,,52.286984500074354,20.968884593070054
668,pl. Maczka,Warsaw,RP,51,Main Node,,52.263042566948705,21.08306881052637
669,ul. Jesionowa,Warsaw,RP,719,Main Node,,52.26759182026597,20.989951480848795
670,al. Toruńska,Warsaw,RP,92,Main Node,,52.28927576286295,20.94292120490302
671,ulica Harcerska,Warsaw,RP,16,Main Node,,52.29370018190293,21.12774619100345
672,al. Wesoła,Warsaw,RP,90,Main Node,,52.2682394584155,21.18302951414916
673,ulica Wolności,Warsaw,RP,984,Main Node,,52.27714781279283,21.067041977614682
674,al. Lazurowa,Warsaw,RP,67,Main Node,,52.23132708245815,21.056121871570472
675,aleja Sucharskiego,Warsaw,RP,593,Main Node,,52.20797809280904,21.08881254704834
676,ulica Krasińskiego,Warsaw,RP,6,Main Node,,52.27908833939447,21.10659510214117
677,ul. Plater,Warsaw,RP,57,Main Node,,52.294465579568985,20.907045322564414
678,al. Wyspiańskiego,Warsaw,RP,83,Main Node,,52.28479468011705,20.99809128278703
679,ulica Stycznia,Warsaw,RP,27,Main Node,,52.28821532274972,21.045370352056004
680,ul. Krótka,Warsaw,RP,17,Main Node,,52.242914610083496,21.007784535192236
681,pl. Kreta,Warsaw,RP,34,Main Node,,52.28561001791663,20.96570100674177
682,ul. Pułaskiego,Warsaw,RP,767,Main Node,,52.28844511903144,21.14144427676897
683,aleja Bydgoska,Warsaw,RP,1,Main Node,,52.22298347111323,21.104505552228837
684,pl. Miłosza,Warsaw,RP,726,Main Node,,52.28138459822968,21.084502652917468
685,ulica Konopnickiej,Warsaw,RP,5,Main Node,,52.23376638147329,21.139873944985755
686,plac Listopada,Warsaw,RP,552,Main Node,,52.22558449847357,21.102097353473724
687,aleja Krzywa,Warsaw,RP,6,Main Node,,52.23685383195011,21.042917173733294
688,ul. Ludowa,Warsaw,RP,45,Main Node,,52.23143113761857,21.18165355633817
689,al. Wyspiańskiego,Warsaw,RP,0,Main Node,,52.22265520631088,21.00149633016502
690,ulica Morska,Warsaw,RP,74,Main Node,,52.29736573762728,21.140046430294788
691,al. Klonowa,Warsaw,RP,71,Main Node,,52.237762902496804,20.926623712752864
692,plac Jesienna,Warsaw,RP,15,Main Node,,52.255812536937434,20.90420025218163
693,al. Północna,Warsaw,RP,14,Main Node,,52.24799855405666,20.950526382325492
694,ul. Cisowa,Warsaw,RP,13,Main Node,,52.26184433265434,21.04322597799593
695,ul. Kamienna,Warsaw,RP,89,Main Node,,52.25570934679302,21.105777995410946
696,al. Nowowiejska,Warsaw,RP,17,Main Node,,52.27830241923203,21.16399153540595
697,ul. Szkolna,Warsaw,RP,72,Main Node,,52.2834871135378,20.904469007343884
698,al. Dąbrowskiego,Warsaw,RP,81,Main Node,,52.25506446196325,21.076230200317198
699,pl. Staszica,Warsaw,RP,53,Main Node,,52.228675226522384,20.951698511021462
700,ulica Tuwima,Warsaw,RP,194,Main Node,,52.257189712454824,21.02748611023483
701,pl. Spółdzielcza,Warsaw,RP,177,Main Node,,52.298039628749805,21.073726098514484
702,plac Prusa,Warsaw,RP,93,Main Node,,52.26307249760419,21.011188627771666
703,ul. Miarki,Warsaw,RP,0,Main Node,,52.21993602083969,20.99948563208087
704,pl. Bursztynowa,Warsaw,RP,22,Main Node,,52.29895277630434,20.954560306182266
705,al. Prusa,Warsaw,RP,66,Main Node,,52.21298576971194,21.106666273052635
706,ul. Pałacowa,Warsaw,RP,604,Main Node,,52.28299281211363,20.90016043855927
707,al. Robotnicza,Warsaw,RP,63,Main Node,,52.236885105725435,21.195875893650307
708,ulica Spółdzielcza,Warsaw,RP,69,Main Node,,52.232611028630195,20.932879845413613
709,aleja Harcerska,Warsaw,RP,71,Main Node,,52.29707235192499,21.048933952394147
710,pl. Kazimierza Wielkiego,Warsaw,RP,33,Main Node,,52.24332146333791,21.185221677405966
711,ul. Leszczynowa,Warsaw,RP,363,Main Node,,52.203827771998355,21.002249664413696
712,aleja Tęczowa,Warsaw,RP,45,Main Node,,52.29024405245519,20.928466110088625
713,pl. Kusocińskiego,Warsaw,RP,172,Main Node,,52.25620054622563,20.907502287151125
714,ul. Warszawska,Warsaw,RP,61,Main Node,,52.23854123368716,21.02717811439536
715,pl. Wiślana,Warsaw,RP,22,Main Node,,52.24215145843752,21.059027564843248
716,ul. Tuwima,Warsaw,RP,79,Main Node,,52.20436235803456,21.007975585640228
717,ul. Orkana,Warsaw,RP,47,Main Node,,52.26988910076425,20.916824538171745
718,ul. Środkowa,Warsaw,RP,81,Main Node,,52.25834486954138,20.962942644742924
719,ul. Graniczna,Warsaw,RP,109,Main Node,,52.2193857699284,21.006362183374847
720,ul. Perłowa,Warsaw,RP,408,Main Node,,52.23657259887051,21.04630214579326
721,plac Gdańska,Warsaw,RP,9,Main Node,,52.24983826302968,21.096866750255742
722,ulica Kraszewskiego,Warsaw,RP,773,Main Node,,52.28916652431913,21.162991751702886
723,pl. Morelowa,Warsaw,RP,707,Main Node,,52.21103695776041,20.96236710684233
724,ul. Podwale,Warsaw,RP,880,Main Node,,52.20591529888665,20.92767558729987
725,al. Żeromskiego,Warsaw,RP,766,Main Node,,52.25552379487184,20.98495404562689
726,pl. Strumykowa,Warsaw,RP,0,Main Node,,52.24809611706232,21.06749426034299
727,plac Norwida,Warsaw,RP,15,Main Node,,52.2308343138304,21.034359523598276
728,plac Sosnowa,Warsaw,RP,60,Main Node,,52.2885439480563,21.091758381431987
729,plac Królewska,Warsaw,RP,325,Main Node,,52.2360011457816,20.926355881997345
730,ul. Źródlana,Warsaw,RP,33,Main Node,,52.251352643076004,21.06539806630009
731,pl. Handlowa,Warsaw,RP,70,Main Node,,52.22215482127107,21.155378703496606
732,plac Stawowa,Warsaw,RP,58,Main Node,,52.2437302667466,21.139288113101234
733,al. Wyspiańskiego,Warsaw,RP,397,Main Node,,52.28702962927557,21.022548988874103
734,aleja Akacjowa,Warsaw,RP,64,Main Node,,52.28907784678897,20.94896865009841
735,al. Pszenna,Warsaw,RP,28,Main Node,,52.21811902042667,21.056853724632475
736,ul. Asnyka,Warsaw,RP,58,Main Node,,52.224818093065615,20.969337149712967
737,ulica Górska,Warsaw,RP,171,Main Node,,52.25959137166803,21.167092676099454
738,aleja Kusocińskiego,Warsaw,RP,2,Main Node,,52.24571018710444,21.14368795738125
739,ul. Fabryczna,Warsaw,RP,409,Main Node,,52.28685877199662,21.000862431778614
740,al. Poznańska,Warsaw,RP,122,Main Node,,52.2413701641568,20.965629648682597
741,plac Magnoliowa,Warsaw,RP,386,Main Node,,52.241047657962866,20.94146609233083
742,ulica Myśliwska,Warsaw,RP,877,Main Node,,52.20004872991132,21.112212998090587
743,aleja Wczasowa,Warsaw,RP,45,Main Node,,52.249825896632686,20.944513943863285
744,ulica Gajowa,Warsaw,RP,62,Main Node,,52.20846842506382,21.126373780187404
745,ulica Narutowicza,Warsaw,RP,334,Main Node,,52.26584543379893,20.925698140309475
746,ulica Wiosenna,Warsaw,RP,79,Main Node,,52.27184666148879,20.907748170864885
747,plac Sawickiej,Warsaw,RP,90,Main Node,,52.26382188401956,21.161373102913224
748,aleja Jadwigi,Warsaw,RP,52,Main Node,,52.23077053146089,20.983716696066562
749,aleja Jana Pawła II,Warsaw,RP,28,Main Node,,52.26820200482949,20.98965574383288
750,ulica Korczaka,Warsaw,RP,293,Main Node,,52.2562228516976,21.013949945019665
751,al. Wilcza,Warsaw,RP,570,Main Node,,52.23598154500769,21.19752973476668
752,ul. Głogowa,Warsaw,RP,73,Main Node,,52.28034597081673,20.966059150981017
753,plac Rynek,Warsaw,RP,360,Main Node,,52.267894249159504,20.925248917864387
754,pl. Ściegiennego,Warsaw,RP,88,Main Node,,52.2433404351153,20.91154922710155
755,pl. Bolesława Krzywoustego,Warsaw,RP,8,Main Node,,52.286435544263455,20.933872957624125
756,aleja Stolarska,Warsaw,RP,28,Main Node,,52.27877138723313,20.97335389970423
757,plac Lubelska,Warsaw,RP,545,Main Node,,52.25698629924032,21.066330524508118
758,aleja Głowackiego,Warsaw,RP,995,Main Node,,52.28447675275411,21.045620061164062
759,pl. Morska,Warsaw,RP,97,Main Node,,52.26324197634155,20.976718102878646
760,pl. Torowa,Warsaw,RP,10,Main Node,,52.262805958379374,20.9088033008531
761,al. Owocowa,Warsaw,RP,72,Main Node,,52.226809349092015,21.064577164331208
762,plac Wypoczynkowa,Warsaw,RP,33,Main Node,,52.273730229256635,20.94834299175811
763,aleja Rumiankowa,Warsaw,RP,605,Main Node,,52.223241719079994,21.18384839911954
764,ul. Robotnicza,Warsaw,RP,21,Main Node,,52.2543473706814,21.134185901203008
765,ul. Asnyka,Warsaw,RP,61,Main Node,,52.20540156956181,21.01162919262661
766,ulica Chmielna,Warsaw,RP,36,Main Node,,52.244030802524,21.045947761953396
767,ulica Zamkowa,Warsaw,RP,19,Main Node,,52.28888977839039,21.153048664976232
768,ul. Górska,Warsaw,RP,332,Main Node,,52.28000711517867,20.912488516582798
769,ul. Kosynierów,Warsaw,RP,73,Main Node,,52.24846475609923,21.105890362072696
770,plac Mickiewicza,Warsaw,RP,47,Main Node,,52.24875803348865,20.96455673065747
771,al. Zaciszna,Warsaw,RP,826,Main Node,,52.247277747545034,21.11829851304924
772,ulica Brzoskwiniowa,Warsaw,RP,674,Main Node,,52.28457194435876,21.09583524701912
773,ul. Gajowa,Warsaw,RP,87,Main Node,,52.25903590883474,20.97708800566415
774,al. Piekarska,Warsaw,RP,86,Main Node,,52.26023296573101,21.095547323658707
775,al. Piękna,Warsaw,RP,626,Main Node,,52.23534679461752,21.05552906266908
776,al. Słowicza,Warsaw,RP,6,Main Node,,52.25572558574603,21.172787744489224
777,aleja Nowa,Warsaw,RP,343,Main Node,,52.29421938882498,21.088637769211243
778,pl. Kossaka,Warsaw,RP,6,Main Node,,52.253808229597205,21.018011347301822
779,pl. Strumykowa,Warsaw,RP,46,Main Node,,52.21082629164246,21.066861166370337
780,aleja Środkowa,Warsaw,RP,929,Main Node,,52.28892340853561,21.026056015860444
781,al. Leszczynowa,Warsaw,RP,1,Main Node,,52.26036185303027,21.115441147884752
782,plac Jana Pawła II,Warsaw,RP,17,Main Node,,52.22021678466531,21.071298801223676
783,ulica Broniewskiego,Warsaw,RP,18,Main Node,,52.21009903041974,21.07101968332053
784,aleja Szmaragdowa,Warsaw,RP,86,Main Node,,52.2131165063625,20.980938152349133
785,pl. Dąbrowskiej,Warsaw,RP,110,Main Node,,52.25627881349162,21.17661667220196
786,al. Bolesława Krzywoustego,Warsaw,RP,44,Main Node,,52.229935041126204,21.063489512334122
787,ulica Chmielna,Warsaw,RP,44,Main Node,,52.261474063114015,21.172327021014144
788,aleja Lelewela,Warsaw,RP,320,Main Node,,52.24100473430322,21.050331783508774
789,al. Lipowa,Warsaw,RP,77,Main Node,,52.27359479337491,21.092122282777378
790,aleja Wilcza,Warsaw,RP,30,Main Node,,52.29949796390692,21.153621970784158
791,ul. Asnyka,Warsaw,RP,27,Main Node,,52.267599601439926,20.95708967118054
792,pl. Kamienna,Warsaw,RP,1,Main Node,,52.264909850961075,21.068307433630384
793,al. Radosna,Warsaw,RP,27,Main Node,,52.274198840849955,21.114179762318933
794,al. Nowowiejska,Warsaw,RP,71,Main Node,,52.22208317432473,21.17025506767574
795,pl. Podwale,Warsaw,RP,31,Main Node,,52.28790577266456,20.94295228827617
796,pl. Kamienna,Warsaw,RP,50,Main Node,,52.20899172988435,21.17893624020118
797,pl. Źródlana,Warsaw,RP,428,Main Node,,52.29720998217807,20.983294920894107
798,aleja Koralowa,Warsaw,RP,715,Main Node,,52.22165504373316,20.96297720192277
799,plac Grzybowa,Warsaw,RP,786,Main Node,,52.23528131569568,21.080132266721332
800,ul. Wiejska,Warsaw,RP,596,Main Node,,52.20745119481889,20.987486218221377
801,ul. Kochanowskiego,Warsaw,RP,26,Main Node,,52.206837302212826,21.15260673652399
802,aleja Krasińskiego,Warsaw,RP,18,Main Node,,52.22049207480963,21.14331905830308
803,plac Wiązowa,Warsaw,RP,10,Main Node,,52.261755064471934,20.92472182163233
804,ulica Promienna,Warsaw,RP,3,Main Node,,52.215830885786886,20.938029364872076
805,ulica Letniskowa,Warsaw,RP,65,Main Node,,52.29145581373593,21.12708451564035
806,ulica Wróblewskiego,Warsaw,RP,78,Main Node,,52.22664533355876,20.991885173634717
807,pl. Tulipanowa,Warsaw,RP,17,Main Node,,52.26004372868386,20.976632364894517
808,pl. Piwna,Warsaw,RP,50,Main Node,,52.203504746442654,20.942301713003765
809,aleja Podmiejska,Warsaw,RP,24,Main Node,,52.28266344029262,20.952422603133833
810,plac Młynarska,Warsaw,RP,28,Main Node,,52.26003235038715,21.015473228239994
811,ul. Jałowcowa,Warsaw,RP,661,Main Node,,52.26249138216048,21.151436947360246
812,ulica Zapolskiej,Warsaw,RP,70,Main Node,,52.25619634260441,20.99217761827937
813,ulica Rzemieślnicza,Warsaw,RP,695,Main Node,,52.22308612124896,21.00838839932622
814,al. Słowicza,Warsaw,RP,12,Main Node,,52.2839885198978,21.034645210398477
815,ulica Targowa,Warsaw,RP,3,Main Node,,52.255939395274694,21.147463600761235
816,plac Brzechwy,Warsaw,RP,76,Main Node,,52.23296869322937,21.116601953575202
817,al. Podwale,Warsaw,RP,550,Main Node,,52.26772474716249,21.043058041983432
818,aleja Reymonta,Warsaw,RP,1,Main Node,,52.274959556919015,21.09625708335801
819,al. Promienna,Warsaw,RP,60,Main Node,,52.25569171726606,20.906163567850264
820,al. Jastrzębia,Warsaw,RP,934,Main Node,,52.24205806723974,20.994586421981438
821,ul. Spacerowa,Warsaw,RP,49,Main Node,,52.25068639556851,21.038319559689747
822,plac Kruczkowskiego,Warsaw,RP,216,Main Node,,52.290600552016336,20.902248046517293
823,aleja Krasickiego,Warsaw,RP,13,Main Node,,52.27507006587595,21.11584561823311
824,al. Bankowa,Warsaw,RP,759,Main Node,,52.27861915943649,20.913279421447115
825,plac Grabowa,Warsaw,RP,57,Main Node,,52.23531846815858,21.097292069517543
826,ulica Powstańców Śląskich,Warsaw,RP,78,Main Node,,52.28078071601201,20.914283980043116
827,al. Młynarska,Warsaw,RP,52,Main Node,,52.25840761286782,21.13286673877426
828,ulica Wiatraczna,Warsaw,RP,72,Main Node,,52.268066683050854,21.05802880507804
829,al. Poziomkowa,Warsaw,RP,89,Main Node,,52.240934869807944,21.1477039539487
830,aleja Jagiellońska,Warsaw,RP,0,Main Node,,52.23592389091763,21.046324273056197
831,plac Cyprysowa,Warsaw,RP,759,Main Node,,52.23657820194814,21.150477584108177
832,aleja Handlowa,Warsaw,RP,47,Main Node,,52.25665416871679,21.12820901455166
833,plac Sybiraków,Warsaw,RP,99,Main Node,,52.28527401445616,20.978482891315615
834,aleja Miarki,Warsaw,RP,34,Main Node,,52.20560827088272,21.106151320111017
835,pl. Krucza,Warsaw,RP,352,Main Node,,52.27464296938201,21.171764995261913
836,al. Strumykowa,Warsaw,RP,457,Main Node,,52.246683801379824,20.93182663109074
837,plac Zapolskiej,Warsaw,RP,486,Main Node,,52.26009045701826,21.137699706119196
838,ul. Owocowa,Warsaw,RP,60,Main Node,,52.237493219654695,20.966929584258178
839,pl. Ludowa,Warsaw,RP,594,Main Node,,52.23605414726472,21.116005000499815
840,ulica Kaliska,Warsaw,RP,30,Main Node,,52.221720270918304,20.958848104411192
841,ulica Kwiatowa,Warsaw,RP,88,Main Node,,52.25462535213917,21.03579652036602
842,aleja Częstochowska,Warsaw,RP,14,Main Node,,52.20915045294543,21.120632107837373
843,plac Długa,Warsaw,RP,7,Main Node,,52.244899973521804,21.04712859095573
844,aleja Czereśniowa,Warsaw,RP,671,Main Node,,52.283238712260804,21.009454013933475
845,ulica Południowa,Warsaw,RP,94,Main Node,,52.2429009399032,21.198299739532654
846,ulica Skrajna,Warsaw,RP,40,Main Node,,52.262551796218,21.03670731429686
847,al. Owocowa,Warsaw,RP,79,Main Node,,52.297526690645206,21.0138643918783
848,ul. Krokusowa,Warsaw,RP,833,Main Node,,52.21348753742977,21.0422671161185
849,ul. Diamentowa,Warsaw,RP,799,Main Node,,52.256227291602656,21.072289019135475
850,aleja Piekarska,Warsaw,RP,44,Main Node,,52.24806756691436,21.111694997954395
851,al. Jadwigi,Warsaw,RP,95,Main Node,,52.29150217405984,21.119608351499796
852,aleja Sarnia,Warsaw,RP,583,Main Node,,52.21173219848455,21.07319918061311
853,plac Kopernika,Warsaw,RP,44,Main Node,,52.28905842968743,21.093996955758683
854,ul. Akacjowa,Warsaw,RP,34,Main Node,,52.29439723229187,20.942868799873327
855,ulica Jałowcowa,Warsaw,RP,36,Main Node,,52.29700828324221,20.956438380533278
856,aleja Młyńska,Warsaw,RP,186,Main Node,,52.27938105218972,21.10103825159227
857,aleja Listopada,Warsaw,RP,148,Main Node,,52.29427859513899,20.905203313369466
858,plac Klonowa,Warsaw,RP,618,Main Node,,52.26135601367222,21.0970975276816
859,pl. Wojciecha,Warsaw,RP,28,Main Node,,52.203771708000815,20.993140412122823
860,ul. Władysława Łokietka,Warsaw,RP,96,Main Node,,52.27016771304579,21.057482171722196
861,plac Bukowa,Warsaw,RP,82,Main Node,,52.20878845523217,21.05472953838201
862,al. Koralowa,Warsaw,RP,27,Main Node,,52.23519882034105,21.173033309270412
863,al. Krasińskiego,Warsaw,RP,182,Main Node,,52.27089876878197,20.95606692067161
864,aleja Maczka,Warsaw,RP,44,Main Node,,52.27236341450263,20.99961805043965
865,al. Rzeczna,Warsaw,RP,552,Main Node,,52.20281010097022,21.144708799973166
866,al. Wypoczynkowa,Warsaw,RP,934,Main Node,,52.262156940191325,21.128469831439926
867,ul. Warszawska,Warsaw,RP,47,Main Node,,52.21356074882951,21.000891936440812
868,pl. Topolowa,Warsaw,RP,29,Main Node,,52.29294991250383,21.16424710815607
869,ulica Mickiewicza,Warsaw,RP,904,Main Node,,52.263963823201884,21.019778033406055
870,aleja Jałowcowa,Warsaw,RP,40,Main Node,,52.253721307507746,21.021115750041222
871,aleja Wiśniowa,Warsaw,RP,61,Main Node,,52.21306098272909,21.001773427177994
872,plac Sybiraków,Warsaw,RP,52,Main Node,,52.20496135718805,21.172600907299326
873,al. Konstytucji 3 Maja,Warsaw,RP,22,Main Node,,52.204934400473164,21.164751901834165
874,plac Strumykowa,Warsaw,RP,18,Main Node,,52.211285537077494,21.06089085418012
875,plac Kowalska,Warsaw,RP,698,Main Node,,52.243376807270366,21.095831561997034
876,ul. Piaskowa,Warsaw,RP,12,Main Node,,52.25652325647875,21.061681931558844
877,pl. Miła,Warsaw,RP,31,Main Node,,52.24303467404393,20.95688366839786
878,ulica Ludowa,Warsaw,RP,0,Main Node,,52.26183958775103,21.100786055422663
879,al. Krucza,Warsaw,RP,89,Main Node,,52.2217741947203,20.97629020733002
880,ul. Piękna,Warsaw,RP,69,Main Node,,52.25248353071634,21.104443238690116
881,plac Miodowa,Warsaw,RP,792,Main Node,,52.20636393387929,20.94539564826809
882,aleja Jeziorna,Warsaw,RP,95,Main Node,,52.26420697733778,21.080769097303353
883,plac Popiełuszki,Warsaw,RP,58,Main Node,,52.2069128670434,21.072798781330373
884,ulica Ciasna,Warsaw,RP,614,Main Node,,52.22398665571361,21.054126889056647
885,pl. Rolnicza,Warsaw,RP,18,Main Node,,52.20212707674327,20.96236663023032
886,pl. Jana,Warsaw,RP,81,Main Node,,52.272396127079894,21.04615495144673
887,al. Łanowa,Warsaw,RP,52,Main Node,,52.229417572301166,20.968143148163986
888,aleja Głogowa,Warsaw,RP,81,Main Node,,52.24298821513261,20.933130136180747
889,ul. Łąkowa,Warsaw,RP,60,Main Node,,52.21879442685878,21.13225694700453
890,pl. Władysława Łokietka,Warsaw,RP,5,Main Node,,52.2714548100152,21.05779915356499
891,ulica Rolnicza,Warsaw,RP,545,Main Node,,52.28135172923942,21.138726675552828
892,ulica Jastrzębia,Warsaw,RP,37,Main Node,,52.22107333667776,21.09202696473669
893,pl. Wolności,Warsaw,RP,2,Main Node,,52.2627454792133,21.100064554207098
894,ulica Bursztynowa,Warsaw,RP,557,Main Node,,52.29814235111633,21.17893924832372
895,plac Rejtana,Warsaw,RP,53,Main Node,,52.29672651340163,21.12009898085094
896,pl. Kościelna,Warsaw,RP,77,Main Node,,52.212725303393086,20.949488618588667
897,ul. Narutowicza,Warsaw,RP,45,Main Node,,52.280089070861386,21.105324258751303
898,ul. Traugutta,Warsaw,RP,616,Main Node,,52.22086511712351,21.03896592298339
899,ulica Rolnicza,Warsaw,RP,34,Main Node,,52.28755779723324,20.9254264629713
900,pl. Przemysłowa,Warsaw,RP,8,Main Node,,52.26181633673057,20.984245746036787
901,ulica Księżycowa,Warsaw,RP,53,Main Node,,52.21979044454467,20.953114016589588
902,plac Mostowa,Warsaw,RP,441,Main Node,,52.23589968556584,20.94871094292377
903,al. Wąska,Warsaw,RP,33,Main Node,,52.233808775488264,21.09767108747099
904,pl. Miłosza,Warsaw,RP,63,Main Node,,52.22538498712677,20.93691382633543
905,ul. Truskawkowa,Warsaw,RP,53,Main Node,,52.24419412283164,21.16407730718472
906,ulica Nałkowskiej,Warsaw,RP,493,Main Node,,52.25294058250535,20.955816971490606
907,aleja Opolska,Warsaw,RP,45,Main Node,,52.26242936965052,20.945107174549108
908,ul. Lotnicza,Warsaw,RP,21,Main Node,,52.26634393338448,20.981427389558
909,ul. Wojska Polskiego,Warsaw,RP,221,Main Node,,52.29444796724573,21.198087185500757
910,plac Mickiewicza,Warsaw,RP,8,Main Node,,52.21120968653975,20.90096228674795
911,al. Traugutta,Warsaw,RP,89,Main Node,,52.263715723181846,21.145866879018204
912,plac Cedrowa,Warsaw,RP,41,Main Node,,52.23124075097151,20.96565445177272
913,al. Jana Sobieskiego,Warsaw,RP,562,Main Node,,52.21213595800347,21.090036315010362
914,ul. Truskawkowa,Warsaw,RP,9,Main Node,,52.25908833294553,21.139080360319387
915,plac Poniatowskiego,Warsaw,RP,169,Main Node,,52.24044697178916,20.9660083377578
916,ul. Szmaragdowa,Warsaw,RP,87,Main Node,,52.22288810928156,21.057265483257975
917,pl. Wrocławska,Warsaw,RP,1,Main Node,,52.22660769458454,21.145344408528192
918,pl. Wiśniowa,Warsaw,RP,986,Main Node,,52.22687558717445,20.993454374041654
919,ulica Władysława Łokietka,Warsaw,RP,926,Main Node,,52.2364161237361,20.936766445145636
920,plac Strumykowa,Warsaw,RP,167,Main Node,,52.25972155407737,21.057866953632995
921,ulica Rolna,Warsaw,RP,91,Main Node,,52.21949827942894,21.134305811578916
922,al. Lawendowa,Warsaw,RP,87,Main Node,,52.285275724598506,21.02171898413553
923,ul. Jaśminowa,Warsaw,RP,519,Main Node,,52.224843652372165,20.94754921836703
924,al. Żeglarska,Warsaw,RP,79,Main Node,,52.239888976151114,20.940740804250463
925,ul. Bociania,Warsaw,RP,69,Main Node,,52.25235745855679,21.082133543517546
926,ulica Podleśna,Warsaw,RP,26,Main Node,,52.255531047506224,20.91662414452084
927,aleja Stroma,Warsaw,RP,40,Main Node,,52.29480762871872,21.082605627322003
928,al. Długosza,Warsaw,RP,18,Main Node,,52.25724578519485,21.076425696214887
929,aleja Wypoczynkowa,Warsaw,RP,854,Main Node,,52.20642062643982,21.075641361784605
930,pl. Piękna,Warsaw,RP,35,Main Node,,52.28348784699115,21.157055375912783
931,ul. Willowa,Warsaw,RP,61,Main Node,,52.21628993155839,20.92469503577388
932,al. Kosynierów,Warsaw,RP,42,Main Node,,52.299411868784624,21.079729789418153
933,aleja Zakole,Warsaw,RP,677,Main Node,,52.24352842537503,21.069820849921797
934,ul. Środkowa,Warsaw,RP,936,Main Node,,52.28994427892694,21.128406443976516
935,aleja Boczna,Warsaw,RP,91,Main Node,,52.22130109631375,21.157605157891155
936,ul. Miłosza,Warsaw,RP,36,Main Node,,52.28926258361143,21.124464136376176
937,plac Kilińskiego,Warsaw,RP,39,Main Node,,52.23499298578176,20.989948558536447
938,plac Szafirowa,Warsaw,RP,76,Main Node,,52.24894686673995,21.0926041927744
939,ulica Swierkowa,Warsaw,RP,464,Main Node,,52.21759185394756,20.907686323332744
940,pl. Myśliwska,Warsaw,RP,548,Main Node,,52.241934919466765,21.195229075246193
941,plac Podleśna,Warsaw,RP,570,Main Node,,52.23712699061077,21.184263340878886
